latency_ms,throughput_mbps,packet_loss_rate,tx_packets,rx_packets,jitter_ms,queue_delay_ms,target_cost
197.367,390.789,0.09401,15844,14354,16.814,81.039,471.1946
18.594,996.721,0.001776,30501,30446,3.593,6.242,15.79
29.072,646.515,0.013412,23673,23355,4.053,15.676,68.412
40.232,957.14,0.004455,9675,9631,0.798,6.873,35.2874
408.792,78.371,0.795428,2246,459,50.0,198.302,3384.8892
96.042,249.971,0.049376,5377,5111,22.859,50.087,245.9382
406.309,64.673,0.454803,4055,2210,50.0,103.68,2002.4716
39.377,756.284,0.006028,30932,30745,2.055,12.404,42.3436
37.827,501.026,0.021183,38712,37891,5.306,13.586,102.58
16.723,559.12,0.008544,29217,28967,1.592,8.764,42.618
143.218,66.636,0.154327,3513,2970,26.515,107.819,696.159
40.168,415.006,0.005806,49348,49061,4.105,10.907,41.4726
52.065,413.021,0.009494,41284,40892,3.077,11.413,61.0846
179.654,152.026,0.080718,10874,9996,19.977,129.435,420.6206
439.339,35.996,0.865484,2806,377,50.0,187.134,3675.0984
6.003,585.32,0.01879,17583,17252,1.193,2.751,78.1114
163.806,392.133,0.120558,1847,1624,24.8,76.029,562.9602
461.46,69.35,0.386558,776,476,50.0,128.412,1756.4984
35.25,574.217,0.007442,46792,46443,1.223,7.23,45.314
11.432,623.984,0.002132,42670,42579,2.033,3.715,13.8438
122.222,135.955,0.103112,14791,13265,19.551,140.566,489.45
22.102,905.708,0.010393,19939,19731,0.893,19.484,54.3096
35.32,630.152,0.015023,9575,9431,1.734,15.8,77.38
429.72,70.39,0.664329,4440,1490,50.0,109.282,2851.0604
59.997,994.217,0.018468,13995,13736,1.039,7.644,99.3996
233.358,223.715,0.105452,10106,9040,24.999,118.24,538.7992
430.834,16.79,0.463606,4818,2584,50.0,175.762,2061.91
16.767,648.921,0.004404,32534,32390,2.115,15.396,27.402
463.943,31.734,0.307516,949,657,50.0,113.648,1438.3708
24.31,974.934,0.014973,21775,21448,1.229,12.048,72.0256
110.449,167.225,0.061583,19509,18307,27.945,120.284,314.5684
28.472,799.065,0.009194,9399,9312,0.741,1.707,48.5062
294.188,84.54,0.044823,12508,11947,33.672,68.513,310.6698
223.843,214.927,0.169461,4777,3967,16.479,113.266,790.0344
13.203,454.05,0.009852,24400,24159,1.453,1.002,44.8896
404.892,61.128,0.737744,4752,1246,50.0,197.453,3152.4234
50.414,813.757,0.010316,42767,42325,2.412,15.602,64.55
36.955,595.262,0.011716,20541,20300,1.717,19.171,65.4802
39.707,506.095,0.005479,10769,10709,1.044,8.674,39.5336
11.343,844.468,0.00014,14835,14832,1.008,19.207,8.9386
352.407,18.626,0.576778,4441,1879,44.796,167.044,2481.4836
44.635,763.083,0.011825,6859,6777,0.852,18.971,68.9482
24.786,793.011,0.024844,31177,30402,2.013,7.903,110.871
22.937,565.72,0.00256,45832,45714,3.167,15.634,22.5416
23.232,542.548,0.004152,6325,6298,1.922,15.873,29.0754
18.065,429.781,0.009332,24303,24076,4.3,12.502,47.0544
282.284,33.473,0.8202,3196,574,50.0,186.57,3431.0276
88.324,186.669,0.04457,621,593,19.724,143.991,242.4078
349.022,69.593,0.698372,4056,1223,48.888,119.377,2956.9722
317.084,32.076,0.94483,4793,264,50.0,120.72,3930.2976
41.486,963.358,0.004131,41256,41085,1.192,5.635,34.2454
335.33,40.402,0.359664,3060,1959,50.0,141.501,1601.0882
12.72,495.533,0.006794,14581,14481,3.807,9.67,34.198
210.406,342.661,0.07675,6992,6455,29.778,117.087,414.5798
39.953,816.06,0.008921,25616,25387,4.609,12.388,54.1428
33.416,625.797,0.014379,27612,27214,2.768,9.642,72.8108
31.502,883.893,0.013024,9934,9804,1.019,19.33,68.5628
109.03,326.272,0.049177,9941,9452,25.846,54.732,251.2664
306.407,55.164,0.970443,2057,60,46.403,132.922,4030.9192
38.091,411.957,0.008087,13551,13441,2.085,3.549,48.2942
226.022,284.051,0.080792,2229,2048,34.373,103.503,434.2774
27.539,593.214,0.000881,37106,37073,2.904,14.026,17.3448
26.815,543.599,0.005943,47514,47231,2.064,5.231,35.5442
41.711,451.424,0.004028,43648,43472,1.555,1.22,33.0404
28.897,672.023,0.010782,16511,16332,0.886,14.158,57.5184
13.026,500.324,0.004946,28666,28524,1.389,4.932,25.9808
30.559,706.247,0.005027,45241,45013,3.726,15.144,35.3604
474.875,4.15,0.467736,4900,2608,50.0,149.298,2090.7536
387.946,41.707,0.829932,1320,224,46.855,189.032,3512.7128
28.186,900.947,0.014508,7638,7527,4.053,18.992,73.1048
347.485,25.603,0.588976,2665,1095,50.0,194.158,2533.7296
366.163,66.35,0.502475,1381,687,44.312,193.351,2195.0354
41.668,983.964,0.003284,23094,23018,3.34,7.916,31.3864
488.159,26.42,0.740888,4949,1282,50.0,157.388,3190.2932
388.227,2.565,0.782317,4012,873,46.998,119.9,3308.5388
218.242,97.113,0.034777,13038,12584,28.004,82.696,242.944
414.419,11.568,0.466171,4593,2451,50.0,142.206,2058.8928
51.705,788.782,0.015146,20985,20667,3.097,11.038,83.4736
20.547,810.648,0.008092,26308,26095,4.513,5.223,41.6314
267.837,3.063,0.440215,1620,906,50.0,125.002,1892.9952
17.87,543.501,0.012422,17715,17494,2.018,18.943,60.6246
33.753,960.824,0.001632,30938,30887,0.992,12.91,22.6112
42.546,512.186,0.002074,33082,33013,1.821,5.285,26.3714
499.424,70.533,0.914871,545,46,50.0,188.272,3896.908
203.427,125.493,0.087907,14999,13680,20.944,130.567,459.1122
290.294,74.363,0.033661,12916,12481,26.063,114.499,273.6614
283.778,15.264,0.871178,1551,199,50.0,120.923,3622.4078
379.917,19.811,0.529493,4780,2249,50.0,177.855,2305.5098
21.494,510.327,0.010621,14460,14306,4.244,18.295,54.7406
116.658,154.832,0.154966,2968,2508,27.641,103.583,687.2438
7.494,422.327,0.025759,40228,39191,0.753,9.073,107.8482
14.79,551.145,0.000403,31714,31701,2.088,12.604,10.0488
213.006,252.278,0.127579,13962,12180,34.182,107.635,617.0454
151.114,292.558,0.068667,8896,8285,14.017,105.7,356.2536
406.574,26.744,0.475287,893,468,50.0,195.88,2102.9536
39.913,695.035,0.001493,48917,48843,0.922,3.216,22.5804
11.593,447.093,0.01676,40486,39807,4.906,16.96,75.0692
29.954,763.256,0.000795,47658,47620,4.688,11.027,17.367
34.877,581.51,0.013397,48769,48115,4.434,5.988,68.7364
52.097,517.638,0.008309,5638,5591,1.404,9.992,56.0732
37.8,538.547,0.001042,13787,13772,2.89,12.094,21.7068
119.778,234.586,0.031865,16751,16217,26.044,91.295,193.6302
58.646,478.46,0.004217,35570,35420,1.199,8.992,42.1248
214.069,298.005,0.122714,7293,6398,31.695,149.899,606.4634
97.811,358.297,0.147052,12427,10599,27.65,61.097,639.5518
9.928,803.049,0.006948,43920,43614,3.376,15.394,34.842
47.618,789.539,0.00834,39722,39390,2.621,18.768,56.1608
418.774,19.705,0.688295,1038,323,50.0,140.675,2948.8246
284.979,215.867,0.046614,17526,16709,32.142,91.169,318.6814
30.845,419.584,0.005339,9664,9612,3.745,18.478,37.3896
43.603,523.297,0.024808,11617,11328,3.748,5.4,117.7532
254.403,275.193,0.077394,1902,1754,25.83,71.168,425.5708
17.248,402.084,0.000417,40680,40663,2.293,7.586,10.0844
407.36,19.636,0.827244,4348,751,50.0,122.818,3496.4836
59.878,865.532,0.009735,14867,14722,0.631,8.201,64.5314
41.486,474.775,0.014278,26376,25999,2.427,5.913,74.889
288.928,376.044,0.070317,11290,10496,36.093,123.724,421.584
31.141,729.882,0.00576,18182,18077,3.876,7.98,37.0924
347.721,30.505,0.964085,531,19,50.0,118.834,4019.1952
15.785,769.598,0.014465,33184,32703,1.775,18.483,67.8706
50.598,730.782,0.007818,13137,13034,3.096,6.082,52.7276
32.271,499.242,0.01343,23229,22917,0.574,4.454,67.5192
20.63,775.888,0.001156,26312,26281,4.528,9.344,14.7448
34.229,851.43,0.000821,40342,40308,4.48,17.939,20.5634
16.553,844.858,0.014992,38590,38011,0.878,3.68,67.3252
358.45,1.433,0.576454,118,49,49.687,147.712,2478.7384
221.102,114.309,0.084245,19368,17736,17.7,65.782,438.5772
24.157,458.574,0.01081,7928,7842,4.292,2.302,53.3632
18.37,981.301,0.005666,15157,15071,2.041,1.79,30.37
12.249,614.945,0.010252,22391,22161,0.384,14.834,48.8744
48.085,797.123,0.010657,8832,8737,3.377,10.844,64.0308
21.963,532.311,0.026211,18843,18349,4.056,15.283,116.6858
278.797,23.246,0.436082,4807,2710,50.0,135.991,1883.045
14.275,587.929,0.008443,23132,22936,4.343,2.686,40.0192
46.992,461.326,0.006104,22335,22198,4.506,14.595,46.1318
23.621,815.623,0.00447,39971,39792,2.136,6.333,28.595
22.493,563.174,0.00174,43319,43243,0.77,2.113,16.3798
57.341,444.52,0.002633,40851,40743,5.283,19.561,37.3806
57.033,411.719,0.012659,28052,27696,2.063,7.8,75.0092
13.993,936.695,0.008127,30333,30086,0.388,17.076,41.5204
7.672,996.808,0.006762,29920,29717,0.695,5.055,31.1278
26.861,693.458,0.017324,17116,16819,2.124,7.629,81.5662
39.43,656.32,0.004823,25888,25763,3.876,8.165,36.697
38.883,566.481,0.0038,15182,15124,3.071,7.815,32.3162
36.663,989.599,0.001477,16384,16359,1.247,11.85,22.9432
31.018,503.32,0.004185,31327,31195,0.504,17.791,32.7054
40.458,749.394,0.009401,34060,33739,4.451,1.84,54.1552
49.457,713.638,0.000727,18100,18086,1.829,15.711,25.833
469.81,36.816,0.703293,756,224,50.0,188.099,3038.7158
55.729,757.92,0.001059,6085,6078,1.569,17.192,29.966
44.138,758.484,0.01059,33768,33410,0.495,17.011,63.4174
30.497,787.661,0.001095,43367,43319,4.994,13.922,19.3632
48.888,758.202,0.010996,41736,41277,2.674,4.998,64.5388
180.528,307.661,0.091066,14523,13200,17.802,56.961,447.8674
53.642,864.206,0.006948,8574,8514,3.986,18.074,52.8636
55.047,884.545,0.012676,22617,22330,2.615,17.07,76.1368
48.747,564.075,0.001041,30856,30823,4.579,19.092,27.4812
159.263,196.032,0.124662,5218,4567,27.39,98.67,582.0872
40.281,639.807,0.01789,12559,12334,4.788,5.224,88.7172
14.413,837.476,0.002509,46943,46825,3.585,4.392,16.6796
9.658,940.682,0.020277,14099,13813,1.441,5.368,86.0448
7.766,627.462,0.003604,29846,29738,1.469,19.024,21.3272
56.86,925.821,0.002963,47129,46989,2.863,5.298,35.6556
44.529,855.641,0.01159,19908,19677,4.179,8.679,65.9074
8.524,533.062,0.004325,31256,31120,3.155,10.42,22.7936
282.483,16.454,0.60254,3899,1549,43.156,157.509,2554.655
17.632,676.375,0.003682,12395,12349,0.337,13.204,24.4216
256.014,42.232,0.567408,755,326,39.494,109.933,2394.0242
30.147,957.411,0.027565,41896,40741,5.282,1.465,122.6118
357.947,33.255,0.646992,4750,1676,50.0,155.43,2762.2328
19.093,621.337,0.010699,25444,25171,3.07,18.161,54.0654
5.58,555.243,0.006477,42698,42421,1.161,7.482,29.6364
184.26,151.44,0.154986,14986,12663,20.987,61.232,705.8944
292.033,220.045,0.031106,13836,13405,37.537,117.167,264.6706
6.423,537.355,0.00459,6359,6329,5.062,13.446,23.6184
49.92,663.442,0.015708,43530,42846,3.945,17.221,86.2442
257.285,310.386,0.144744,7515,6427,37.263,93.948,700.6796
38.844,943.514,0.000433,44903,44883,3.027,2.224,17.7144
488.792,43.347,0.830331,4681,794,50.0,175.056,3551.852
298.05,27.508,0.462472,1809,972,50.0,168.497,2002.8074
221.089,254.201,0.097689,15096,13621,29.596,145.762,508.344
36.018,740.018,0.010303,30155,29844,4.138,2.799,56.179
327.578,16.238,0.80174,3769,747,50.0,100.744,3358.14
482.667,42.182,0.753058,697,172,50.0,143.736,3234.046
31.71,633.314,0.005457,35630,35435,4.915,19.614,38.4348
42.422,471.287,0.019407,27222,26693,3.213,7.312,96.0592
197.204,190.286,0.054296,16306,15420,22.537,84.071,312.8798
423.695,78.554,0.719834,2722,762,50.0,156.61,3080.136
39.388,541.723,0.01813,46011,45176,1.682,7.743,89.8238
35.444,733.042,0.012758,40202,39689,3.092,1.703,65.5502
40.549,585.36,0.004959,10906,10851,4.954,6.534,37.3624
23.87,510.348,0.006186,28925,28746,4.51,5.593,35.4106
33.476,948.126,0.000789,19062,19046,5.317,5.712,17.6888
56.192,710.892,0.001305,20182,20155,3.638,13.48,30.3928
204.793,54.94,0.053648,16692,15796,17.61,121.356,320.7804
374.598,69.639,0.408007,2989,1769,50.0,113.777,1804.6226
49.201,730.988,0.016563,36369,35766,3.12,15.383,89.009
90.717,152.082,0.129535,6504,5661,24.83,109.876,576.402
265.711,50.024,0.319511,3548,2414,50.0,159.253,1416.179
48.253,704.574,0.000307,6064,6062,2.268,1.351,20.7994
49.771,461.488,0.009741,47409,46947,3.304,4.752,59.8228
480.434,68.276,0.800639,3847,766,50.0,129.339,3420.5974
9.999,762.522,0.011052,18556,18350,3.373,9.124,50.0324
32.147,605.148,0.002088,35388,35314,3.806,0.635,21.3378
23.747,895.187,0.008158,48068,47675,2.054,9.051,43.941
349.715,14.241,0.975535,3277,80,46.099,185.235,4079.073
18.134,629.783,0.014443,35996,35476,3.707,16.228,68.2712
37.477,419.07,0.002001,41781,41697,1.369,12.998,25.5944
150.33,357.411,0.0498,14246,13536,25.241,145.516,288.4352
32.491,721.632,0.007674,24088,23903,2.471,12.296,46.1516
458.013,41.012,0.642736,3189,1139,50.0,156.306,2785.4104
196.656,384.555,0.0363,14648,14116,27.043,115.207,246.9038
143.791,121.092,0.086313,3998,3652,24.802,85.926,419.9536
40.382,815.988,0.013071,41574,41030,1.896,18.83,72.2028
49.224,597.725,0.002159,43954,43859,1.173,6.413,29.6082
24.902,662.027,0.001454,10154,10139,2.228,6.205,17.0178
49.342,818.576,0.025562,42201,41122,3.311,11.262,124.2372
53.407,648.424,0.00576,46736,46466,5.2,5.476,45.498
207.191,250.501,0.097937,1394,1257,21.096,58.251,486.2746
40.014,772.535,0.006596,13963,13870,3.541,18.068,46.0032
22.78,982.111,0.005024,48100,47858,4.575,9.24,31.056
42.853,770.943,0.003664,48496,48318,3.81,7.698,33.3368
293.479,198.341,0.147725,3320,2829,22.547,80.323,724.3562
219.1,385.588,0.035823,3136,3023,32.779,126.045,256.141
446.689,19.623,0.793932,4757,980,50.0,180.692,3390.542
13.466,721.812,0.001335,41592,41536,4.077,15.134,13.7532
461.085,32.55,0.385202,4255,2615,50.0,136.147,1752.4714
13.689,673.911,0.020696,13645,13362,4.548,6.037,89.467
27.624,410.036,0.009688,37913,37545,4.342,13.481,52.4978
94.41,156.719,0.121363,15603,13709,22.876,92.247,541.6654
56.195,903.506,0.01195,14095,13926,4.356,9.382,72.1544
55.664,506.321,0.005205,30389,30230,3.844,12.123,45.5102
13.908,960.843,0.004188,17864,17789,3.314,11.017,24.5186
17.492,453.732,0.004485,5691,5665,0.175,16.308,28.1984
16.606,796.257,0.00389,5175,5154,2.209,13.787,24.9598
249.017,369.288,0.062854,5238,4908,21.028,121.205,375.2638
274.858,188.913,0.096025,4453,4025,29.182,132.898,520.6228
246.154,97.924,0.04612,1883,1796,33.764,80.199,298.9814
364.284,67.328,0.377652,877,545,50.0,160.966,1688.5148
22.091,408.205,0.00841,12435,12330,2.528,2.349,42.9462
41.877,845.884,0.017364,15126,14863,4.846,13.098,88.8264
260.548,17.552,0.302588,1837,1281,50.0,146.654,1343.902
59.144,677.008,0.004325,15620,15552,4.676,16.025,44.1626
189.372,329.711,0.037963,13673,13153,20.953,147.585,257.1178
47.692,764.758,0.009074,42482,42096,3.446,10.505,57.4738
239.492,160.426,0.093662,12086,10954,18.299,64.93,483.4308
52.525,844.751,0.000175,32366,32360,2.001,3.924,22.4948
24.494,876.962,0.001647,24659,24618,3.665,16.957,19.777
55.828,738.695,0.007149,46105,45775,2.139,8.795,52.6862
29.786,769.805,0.003289,28887,28791,4.336,19.173,28.905
179.419,382.754,0.051914,1725,1635,29.527,141.335,307.6906
37.758,981.352,0.003215,34527,34415,2.831,7.116,29.3864
30.791,778.831,0.01038,9862,9759,1.86,9.038,55.644
241.549,256.054,0.048422,6395,6085,23.343,51.058,300.5192
101.993,346.578,0.077625,6379,5883,28.622,120.674,375.432
462.461,33.204,0.425705,3549,2038,50.0,191.083,1926.021
180.887,109.92,0.043596,6068,5803,25.607,105.276,267.794
453.195,66.197,0.550576,1461,656,50.0,181.187,2419.8194
15.262,426.77,0.008379,41978,41626,0.461,15.045,42.6298
10.076,654.145,0.020542,46753,45792,5.0,3.232,86.8448
31.243,539.508,0.016647,31781,31251,1.601,0.109,79.107
392.358,66.707,0.335646,74,49,49.982,184.763,1536.4798
33.205,698.366,0.000535,29294,29278,1.897,0.914,15.6048
120.016,356.737,0.108378,3415,3044,30.483,69.827,495.4838
412.817,43.092,0.924801,3656,274,50.0,135.299,3891.3906
188.253,100.355,0.119351,14969,13182,28.721,60.329,564.771
54.04,901.437,0.0047,19453,19361,2.982,5.459,41.5078
466.146,62.998,0.736806,3724,980,50.0,179.516,3169.5856
338.81,3.734,0.9144,2201,188,50.0,185.341,3830.1922
37.234,710.646,0.019892,23644,23173,4.003,11.182,96.698
31.812,841.916,0.015872,46399,45662,5.101,17.365,79.6858
52.337,976.335,0.010746,13942,13792,5.403,14.647,66.8482
40.955,914.931,0.01919,41221,40429,2.79,12.735,95.689
13.851,907.609,7.2e-05,7617,7616,0.907,6.453,7.119
13.694,649.373,0.007742,25926,25725,3.808,17.216,39.8888
12.612,550.002,0.016441,13170,12953,1.551,15.262,73.8612
37.841,452.812,0.00249,6204,6188,2.112,7.038,26.504
38.002,796.318,0.006634,24372,24210,1.677,8.371,43.411
303.161,37.868,0.822547,4589,814,50.0,195.182,3450.4888
49.592,928.85,0.000179,31982,31976,4.507,17.281,24.009
58.986,906.61,0.001102,45063,45013,2.489,7.172,29.4368
53.406,733.475,0.011231,31635,31279,2.977,15.163,69.319
80.777,317.889,0.030835,688,666,21.199,99.347,175.5202
260.297,68.383,0.065252,17949,16777,22.688,118.351,388.797
44.734,776.848,0.002183,19237,19195,0.881,2.009,27.0274
37.061,608.485,0.016667,34803,34222,5.019,11.498,83.792
44.11,935.424,0.00758,8720,8653,4.468,16.047,51.1734
29.371,895.494,0.00388,17316,17248,2.502,18.269,30.9222
403.722,13.395,0.571681,4181,1790,50.0,151.889,2478.5906
252.973,52.327,0.992492,1232,9,50.0,122.758,4095.7088
49.725,924.484,0.015144,32918,32419,4.19,1.9,80.846
308.68,44.546,0.999483,2949,1,50.0,135.704,4148.5448
384.983,20.695,0.88256,2499,293,50.0,198.695,3723.9722
47.675,674.318,0.001414,5551,5543,0.536,4.215,25.569
370.294,24.776,0.616662,2777,1064,50.0,147.523,2644.2702
34.493,983.869,0.00439,45535,45335,4.772,7.233,32.8038
323.762,41.506,0.461124,347,186,50.0,162.113,2006.4234
41.417,477.371,0.018559,47171,46295,4.372,16.264,94.0556
12.748,430.363,0.010731,25494,25220,1.077,3.187,48.6606
31.335,526.422,0.007465,15559,15442,0.987,10.253,44.4446
195.644,236.233,0.073774,4800,4445,33.25,97.952,392.944
25.691,672.187,0.002772,42197,42080,3.238,17.667,24.8978
13.158,826.694,0.018912,24584,24119,1.432,19.814,84.874
42.984,787.542,0.01008,25067,24814,3.75,7.38,58.9896
266.262,20.77,0.698932,1877,565,50.0,172.89,2936.8108
193.6,389.383,0.078194,13945,12854,30.533,81.94,406.604
294.891,18.703,0.751748,2951,732,50.0,129.452,3150.8388
319.945,42.223,0.944315,3319,184,50.0,120.513,3929.3406
49.48,437.538,0.001744,22193,22154,3.848,9.79,28.726
59.687,676.759,0.00998,11435,11320,1.584,11.612,66.1172
12.27,442.497,0.006672,13986,13892,2.036,16.267,34.8494
24.734,531.291,0.015242,7805,7686,3.59,10.358,72.9332
47.917,860.544,0.000183,25018,25013,4.043,14.187,22.7362
17.637,940.764,0.008756,9872,9785,3.599,5.607,43.2002
303.189,67.255,0.496918,1332,670,50.0,156.308,2140.2092
265.033,216.487,0.113828,16610,14719,31.694,89.637,579.2526
40.903,761.381,7.4e-05,24974,24972,3.031,6.386,17.9344
42.339,431.419,0.010795,41566,41117,3.815,5.683,61.2522
39.111,592.416,0.001539,41140,41076,1.162,5.663,22.933
218.375,395.516,0.05566,9910,9358,24.46,134.78,336.946
51.756,877.407,0.005103,23585,23464,2.206,11.559,43.4262
14.126,584.567,0.009743,13149,13020,2.485,6.082,45.8388
55.666,479.603,0.009385,12563,12445,4.361,11.246,62.0556
276.908,33.993,0.366139,4666,2957,50.0,135.546,1602.4284
18.09,801.387,0.005942,42423,42170,3.062,4.86,31.976
438.097,30.804,0.380557,506,313,50.0,155.312,1728.5292
41.856,897.375,0.008002,47337,46958,3.771,10.17,50.7844
42.683,979.5,0.000385,34036,34022,4.577,18.23,22.2592
297.957,358.044,0.039028,15001,14415,29.091,53.286,285.952
140.863,161.702,0.096173,9466,8555,14.332,145.83,470.2032
59.756,909.634,0.004604,24663,24549,1.852,17.17,45.7524
58.012,402.603,0.009716,43346,42924,2.995,10.167,64.1022
38.754,772.679,0.013963,12430,12256,2.317,10.805,73.5146
41.396,570.073,0.001146,36566,36524,1.267,16.607,24.4638
430.628,36.912,0.85434,2574,374,50.0,142.879,3618.187
474.252,31.249,0.515827,439,212,50.0,104.866,2273.982
32.755,473.897,0.006085,46964,46678,1.606,10.695,39.581
31.418,458.192,0.001958,36035,35964,4.533,6.167,21.6326
451.347,79.12,0.695918,4378,1331,50.0,123.384,2988.8876
59.549,638.472,0.002275,16712,16673,2.447,11.098,35.1392
42.494,730.059,0.017074,33734,33158,4.413,16.626,88.6188
351.126,15.784,0.511072,312,152,50.0,138.999,2212.5382
370.547,47.829,0.887641,3124,351,50.0,184.244,3735.6316
401.714,32.144,0.331489,200,133,50.0,118.051,1510.2518
58.285,955.261,0.020748,18292,17912,4.372,1.323,106.5706
49.756,823.593,0.003018,13778,13736,2.063,4.771,32.9286
53.093,925.957,0.001489,48549,48476,5.05,3.311,27.8554
453.283,49.34,0.783464,3245,702,50.0,108.764,3336.922
177.63,58.727,0.065463,16342,15272,28.53,102.363,353.3766
58.555,697.722,0.003618,10172,10135,2.739,19.902,41.8744
22.701,928.834,0.004443,21268,21173,1.595,19.272,30.7068
16.649,514.014,0.007186,20898,20747,3.645,14.075,38.2186
16.833,611.737,0.000616,47877,47847,3.531,5.715,10.3402
141.023,252.913,0.041341,8424,8075,22.149,56.834,233.14
56.176,648.938,0.006215,10348,10283,2.436,0.564,47.4432
15.376,635.051,0.005375,20685,20573,2.628,2.255,28.1014
38.232,701.102,0.003553,47170,47002,1.786,3.005,30.1058
420.55,75.499,0.609805,91,35,50.0,151.735,2637.787
52.339,827.125,0.013657,45905,45278,4.095,13.732,78.31
21.711,996.351,0.000817,45528,45490,1.346,10.451,14.0426
19.287,616.184,0.004092,31985,31854,0.799,17.347,27.5522
38.821,961.743,0.018291,43924,43120,0.556,11.956,91.0836
420.16,31.534,0.713237,878,251,50.0,115.378,3044.0876
36.439,456.572,0.010937,43152,42680,1.614,5.125,59.3486
210.893,325.558,0.043382,1674,1601,17.407,79.929,273.871
334.954,44.36,0.424979,186,106,47.959,126.179,1859.1334
304.314,39.479,0.994673,4538,24,43.588,136.873,4127.7922
31.344,640.97,0.009628,9816,9721,4.81,6.442,52.338
425.198,69.884,0.805086,2579,502,50.0,100.79,3410.5812
50.834,883.72,0.005339,25516,25379,3.387,11.468,43.9832
82.372,208.912,0.106338,12064,10781,28.33,129.822,484.2652
55.461,472.815,0.001737,41629,41556,3.532,19.001,32.9326
20.932,973.99,0.003451,24492,24407,2.477,13.772,24.9312
6.578,910.572,0.00402,27304,27194,1.464,11.923,21.0958
53.186,887.888,0.005552,41907,41674,2.95,4.865,44.4554
25.642,964.882,0.002051,20915,20872,0.766,15.45,21.5508
29.938,900.466,0.002619,49796,49665,3.54,12.183,24.8878
284.668,268.137,0.067435,13106,12222,26.34,68.579,397.323
20.556,946.802,0.014141,34200,33716,2.64,5.929,65.9722
55.406,694.72,0.00433,25944,25831,3.893,14.191,42.3206
6.945,881.869,0.007987,21270,21100,2.151,14.406,37.6072
289.651,66.236,0.92612,271,20,50.0,133.773,3847.095
20.146,937.29,0.013593,24801,24463,3.587,16.486,65.7276
165.269,352.684,0.04161,19973,19141,30.701,83.329,249.2134
5.376,630.145,0.008453,43172,42807,3.668,0.229,36.0082
192.965,70.743,0.043609,836,799,29.739,128.237,277.2694
112.548,206.95,0.128764,1316,1146,18.719,99.942,580.0636
245.698,316.31,0.055995,12716,12003,24.189,98.623,341.9838
348.239,6.663,0.913729,2448,211,50.0,172.409,3828.6934
17.651,741.874,0.002774,27122,27046,1.463,16.432,21.4428
334.956,33.532,0.780034,3314,728,50.0,169.052,3287.9288
52.382,670.042,0.006888,20679,20536,1.897,1.55,48.8148
19.077,619.812,0.017227,18679,18357,3.47,18.568,80.2524
37.094,502.307,0.007112,14684,14579,4.479,4.844,44.2544
29.738,622.646,0.008484,7591,7526,4.665,3.763,46.5838
34.119,860.105,0.020815,8664,8483,4.161,18.956,100.6988
29.726,588.42,0.001933,34616,34549,1.839,5.3,20.6824
146.606,268.131,0.079342,16628,15308,28.185,70.193,390.049
8.06,479.167,0.004765,49090,48856,4.115,14.466,25.1772
10.385,791.287,0.004531,31634,31490,2.532,4.275,23.133
269.241,368.898,0.095929,8237,7446,26.579,61.356,503.6836
52.604,971.105,0.0105,41803,41364,3.053,9.899,65.0214
322.694,39.0,0.640271,4851,1745,50.0,193.528,2728.8672
268.417,95.468,0.06746,15801,14735,31.63,57.571,388.721
40.382,641.966,0.003126,34366,34258,0.844,9.969,30.6506
318.582,67.813,0.316182,4375,2991,50.0,168.068,1425.7744
44.322,787.594,0.017099,45981,45194,1.641,15.291,89.183
49.591,560.083,0.019204,35847,35158,1.608,16.332,99.9188
220.569,295.216,0.095892,8245,7454,33.181,88.847,489.565
270.266,66.456,0.761678,3729,888,50.0,126.932,3180.2048
139.97,144.614,0.11933,15609,13746,27.462,124.909,558.2898
270.977,50.864,0.44242,1176,655,49.744,198.531,1917.777
30.468,807.733,0.015804,36638,36058,0.827,8.32,77.0672
6.444,957.451,0.016181,25249,24840,4.672,7.02,68.7056
33.587,820.508,0.010933,30844,30506,0.71,11.356,59.438
108.204,178.244,0.091019,11682,10618,18.022,92.815,425.9206
16.593,777.709,0.00183,18472,18438,2.855,14.055,16.7682
171.089,166.827,0.097288,2722,2457,19.71,100.669,477.7214
109.901,316.796,0.081537,11251,10333,20.369,88.478,387.804
12.707,996.09,0.002509,26015,25949,1.312,17.525,18.6238
18.724,461.676,0.009642,20514,20316,4.51,19.524,49.9624
165.816,141.919,0.073588,15206,14087,20.931,81.569,376.9922
37.104,878.053,0.010568,42910,42456,3.259,14.428,59.9992
27.186,868.31,0.006168,18154,18042,4.457,4.99,36.5444
40.537,423.485,0.008471,23539,23339,2.342,15.489,53.1966
252.803,21.86,0.608461,1467,574,42.808,103.444,2555.654
10.237,977.663,0.004645,47984,47761,0.737,17.322,26.1392
25.416,589.25,0.017925,38497,37806,1.655,4.442,82.7548
417.574,37.14,0.62295,686,258,50.0,124.229,2683.6754
13.557,852.662,0.001923,32788,32724,2.564,8.841,14.883
34.377,944.157,0.006107,33089,32886,1.022,9.234,40.0256
29.778,665.633,0.011421,11503,11371,5.036,4.156,58.4264
227.313,308.778,0.079413,3699,3405,32.806,67.617,422.1006
46.893,834.583,0.007631,26821,26616,1.985,18.18,52.9172
135.947,256.318,0.073915,10870,10066,22.712,97.485,369.5358
492.096,70.867,0.446466,676,374,50.0,179.1,2018.5224
191.471,186.985,0.075897,11001,10166,15.802,109.046,401.9856
43.681,429.206,0.011904,19238,19008,4.209,15.521,68.1926
